Name,Sex,NOC,Country,Sport,Event,Medal,Year
von BREDOW-WERNDL Jessica,Female,SAA,Germany,Equestrian,Dressage Team,Gold Medal,2020
SCHNEIDER Dorothee,Female,SAA,Germany,Equestrian,Dressage Team,Gold Medal,2020
LYLE Adrienne,Female,USA,USA,Equestrian,Dressage Team,Silver Medal,2020
SCHUT-KERY Sabine,Female,USA,USA,Equestrian,Dressage Team,Silver Medal,2020
PETERS Steffen,Male,USA,USA,Equestrian,Dressage Team,Silver Medal,2020
DUJARDIN Charlotte,Female,GBR,UK,Equestrian,Dressage Team,Bronze Medal,2020
FRY Charlotte,,GBR,UK,Equestrian,Dressage Team,Bronze Medal,2020
HESTER Carl,Male,GBR,UK,Equestrian,Dressage Team,Bronze Medal,2020
BELJAJEVA Julia,Female,EST,Estonia,Fencing,Women's &Eacute;p&eacute;e Team,Gold Medal,2020
LEHIS Katrina,Female,EST,Estonia,Fencing,Women's &Eacute;p&eacute;e Team,Gold Medal,2020
KIRPU Erika,Female,EST,Estonia,Fencing,Women's &Eacute;p&eacute;e Team,Gold Medal,2020
EMBRICH Irina,Female,EST,Estonia,Fencing,Women's &Eacute;p&eacute;e Team,Gold Medal,2020
CHOI Injeong,Female,KOR,South Korea,Fencing,Women's &Eacute;p&eacute;e Team,Silver Medal,2020
LEE Hyein,Female,KOR,South Korea,Fencing,Women's &Eacute;p&eacute;e Team,Silver Medal,2020
KANG Young Mi,Female,KOR,South Korea,Fencing,Women's &Eacute;p&eacute;e Team,Silver Medal,2020
SONG Sera,Female,KOR,South Korea,Fencing,Women's &Eacute;p&eacute;e Team,Silver Medal,2020
SANTUCCIO Alberta,Female,ITA,Italy,Fencing,Women's &Eacute;p&eacute;e Team,Bronze Medal,2020
ISOLA Federica,Female,ITA,Italy,Fencing,Women's &Eacute;p&eacute;e Team,Bronze Medal,2020
FIAMINGO Rossella,Female,ITA,Italy,Fencing,Women's &Eacute;p&eacute;e Team,Bronze Medal,2020
NAVARRIA Mara,Female,ITA,Italy,Fencing,Women's &Eacute;p&eacute;e Team,Bronze Medal,2020
NAGASE Takanori,Male,JPN,Japan,Judo,Men -81 kg,Gold Medal,2020
MOLLAEI Saeid,Male,MGL,Mongolia,Judo,Men -81 kg,Silver Medal,2020
BORCHASHVILI Shamil,Male,AUT,Austria,Judo,Men -81 kg,Bronze Medal,2020
CASSE Matthias,Male,BEL,Belgium,Judo,Men -81 kg,Bronze Medal,2020
AGBEGNENOU Clarisse,Female,FRA,France,Judo,Women -63 kg,Gold Medal,2020
TRSTENJAK Tina,Female,SLO,Slovenia,Judo,Women -63 kg,Silver Medal,2020
BEAUCHEMIN-PINARD Catherine,Female,NFL,Canada,Judo,Women -63 kg,Bronze Medal,2020
CENTRACCHIO Maria,Female,ITA,Italy,Judo,Women -63 kg,Bronze Medal,2020
JIANG Ranxin,Female,HKG,China,Shooting,10m Air Pistol Mixed Team,Gold Medal,2020
PANG Wei,Male,HKG,China,Shooting,10m Air Pistol Mixed Team,Gold Medal,2020
BATSARASHKINA Vitalina,Female,URS,Russia,Shooting,10m Air Pistol Mixed Team,Silver Medal,2020
CHERNOUSOV Artem,Male,URS,Russia,Shooting,10m Air Pistol Mixed Team,Silver Medal,2020
KOSTEVYCH Olena,Female,UKR,Ukraine,Shooting,10m Air Pistol Mixed Team,Bronze Medal,2020
OMELCHUK Oleh,Male,UKR,Ukraine,Shooting,10m Air Pistol Mixed Team,Bronze Medal,2020
YANG Qian,Female,HKG,China,Shooting,10m Air Rifle Mixed Team,Gold Medal,2020
YANG Haoran,Male,HKG,China,Shooting,10m Air Rifle Mixed Team,Gold Medal,2020
KOZENIESKY Lucas,Male,USA,USA,Shooting,10m Air Rifle Mixed Team,Silver Medal,2020
TUCKER Mary Carolynn,Female,USA,USA,Shooting,10m Air Rifle Mixed Team,Silver Medal,2020
KARIMOVA Yulia,Female,URS,Russia,Shooting,10m Air Rifle Mixed Team,Bronze Medal,2020
KAMENSKIY Sergey,Male,URS,Russia,Shooting,10m Air Rifle Mixed Team,Bronze Medal,2020
FERREIRA Italo,Male,BRA,Brazil,Surfing,Men,Gold Medal,2020
IGARASHI Kanoa,Male,JPN,Japan,Surfing,Men,Silver Medal,2020
WRIGHT Owen,Male,AUS,Australia,Surfing,Men,Bronze Medal,2020
MOORE Carissa,Female,USA,USA,Surfing,Women,Gold Medal,2020
BUITENDAG Bianca,Female,RSA,South Africa,Surfing,Women,Silver Medal,2020
TSUZUKI Amuro,Female,JPN,Japan,Surfing,Women,Bronze Medal,2020
RYLOV Evgeny,Male,URS,Russia,Swimming,Men's 100m Backstroke,Gold Medal,2020
KOLESNIKOV Kliment,Male,URS,Russia,Swimming,Men's 100m Backstroke,Silver Medal,2020
MURPHY Ryan,Male,USA,USA,Swimming,Men's 100m Backstroke,Bronze Medal,2020
DEAN Tom,Male,GBR,UK,Swimming,Men's 200m Freestyle,Gold Medal,2020
SCOTT Duncan,Male,GBR,UK,Swimming,Men's 200m Freestyle,Silver Medal,2020
SCHEFFER Fernando,Male,BRA,Brazil,Swimming,Men's 200m Freestyle,Bronze Medal,2020
McKEOWN Kaylee,Female,AUS,Australia,Swimming,Women's 100m Backstroke,Gold Medal,2020
MASSE Kylie,Female,NFL,Canada,Swimming,Women's 100m Backstroke,Silver Medal,2020
SMITH Regan,Female,USA,USA,Swimming,Women's 100m Backstroke,Bronze Medal,2020
JACOBY Lydia,Female,USA,USA,Swimming,Women's 100m Breaststroke,Gold Medal,2020
SCHOENMAKER Tatjana,Female,RSA,South Africa,Swimming,Women's 100m Breaststroke,Silver Medal,2020
KING Lilly,Female,USA,USA,Swimming,Women's 100m Breaststroke,Bronze Medal,2020
LARIN Vladislav,Male,URS,Russia,Taekwondo,Men +80kg,Gold Medal,2020
GEORGIEVSKI Dejan,Male,MKD,Macedonia,Taekwondo,Men +80kg,Silver Medal,2020
IN Kyo Don,Male,KOR,South Korea,Taekwondo,Men +80kg,Bronze Medal,2020
ALBA CASTILLO Rafael Yunier,Male,CUB,Cuba,Taekwondo,Men +80kg,Bronze Medal,2020
MANDIC Milica,Female,YUG,Serbia,Taekwondo,Women +67kg,Gold Medal,2020
LEE Dabin,Female,KOR,South Korea,Taekwondo,Women +67kg,Silver Medal,2020
LAURIN Althea,Female,FRA,France,Taekwondo,Women +67kg,Bronze Medal,2020
WALKDEN Bianca,Female,GBR,UK,Taekwondo,Women +67kg,Bronze Medal,2020
DUFFY Flora,Female,BER,Bermuda,Triathlon,Women's Individual,Gold Medal,2020
TAYLOR-BROWN Georgia,Female,GBR,UK,Triathlon,Women's Individual,Silver Medal,2020
ZAFERES Katie,Female,USA,USA,Triathlon,Women's Individual,Bronze Medal,2020
KUO Hsing-Chun,Female,TPE,Taiwan,Weightlifting,Women's 59kg,Gold Medal,2020
GURYEVA Polina,Female,TKM,Turkmenistan,Weightlifting,Women's 59kg,Silver Medal,2020
ANDOH Mikiko,Female,JPN,Japan,Weightlifting,Women's 59kg,Bronze Medal,2020
CHARRON Maude G,Female,NFL,Canada,Weightlifting,Women's 64kg,Gold Medal,2020
BORDIGNON Giorgia,Female,ITA,Italy,Weightlifting,Women's 64kg,Silver Medal,2020
CHEN Wen-Huei,Female,TPE,Taiwan,Weightlifting,Women's 64kg,Bronze Medal,2020
MIEZIS Nauris,Male,LAT,Latvia,3x3 Basketball,Men,Gold Medal,2020
LASMANIS Karlis,Male,LAT,Latvia,3x3 Basketball,Men,Gold Medal,2020
CAVARS Agnis,Male,LAT,Latvia,3x3 Basketball,Men,Gold Medal,2020
KRUMINS Edgars,Male,LAT,Latvia,3x3 Basketball,Men,Gold Medal,2020
ZUEV Alexander,Male,URS,Russia,3x3 Basketball,Men,Silver Medal,2020
KARPENKOV Ilia,Male,URS,Russia,3x3 Basketball,Men,Silver Medal,2020
PISKLOV Kirill,Male,URS,Russia,3x3 Basketball,Men,Silver Medal,2020
SHAROV Stanislav,Male,URS,Russia,3x3 Basketball,Men,Silver Medal,2020
DOMOVIC BULUT Dusan,Male,YUG,Serbia,3x3 Basketball,Men,Bronze Medal,2020
MAJSTOROVIC Dejan,Male,YUG,Serbia,3x3 Basketball,Men,Bronze Medal,2020
RATKOV Aleksandar,Male,YUG,Serbia,3x3 Basketball,Men,Bronze Medal,2020
VASIC Mihailo,Male,YUG,Serbia,3x3 Basketball,Men,Bronze Medal,2020
YOUNG Jacquelyn,Female,USA,USA,3x3 Basketball,Women,Gold Medal,2020
GRAY Allisha,Female,USA,USA,3x3 Basketball,Women,Gold Medal,2020
PLUM Kelsey,Female,USA,USA,3x3 Basketball,Women,Gold Medal,2020
DOLSON Stefanie,Female,USA,USA,3x3 Basketball,Women,Gold Medal,2020
KOZIK Yulia,Female,URS,Russia,3x3 Basketball,Women,Silver Medal,2020
LOGUNOVA Anastasiia,Female,URS,Russia,3x3 Basketball,Women,Silver Medal,2020
FROLKINA Evgeniia,Female,URS,Russia,3x3 Basketball,Women,Silver Medal,2020
FROLKINA Olga,Female,URS,Russia,3x3 Basketball,Women,Silver Medal,2020
ZHANG Zhiting,Female,HKG,China,3x3 Basketball,Women,Bronze Medal,2020
WAN Jiyuan,Female,HKG,China,3x3 Basketball,Women,Bronze Medal,2020
YANG Shuyu,Female,HKG,China,3x3 Basketball,Women,Bronze Medal,2020
WANG Lili,Female,HKG,China,3x3 Basketball,Women,Bronze Medal,2020
HASHIMOTO Daiki,Male,JPN,Japan,Artistic Gymnastics,Men's All-Around,Gold Medal,2020
XIAO Ruoteng,Male,HKG,China,Artistic Gymnastics,Men's All-Around,Silver Medal,2020
NAGORNYY Nikita,Male,URS,Russia,Artistic Gymnastics,Men's All-Around,Bronze Medal,2020
ROGLIC Primoz,Male,SLO,Slovenia,Cycling Road,Men's Individual Time Trial,Gold Medal,2020
DUMOULIN Tom,Male,NED,Netherlands,Cycling Road,Men's Individual Time Trial,Silver Medal,2020
DENNIS Rohan,Male,AUS,Australia,Cycling Road,Men's Individual Time Trial,Bronze Medal,2020
van VLEUTEN Annemiek,Female,NED,Netherlands,Cycling Road,Women's Individual Time Trial,Gold Medal,2020
REUSSER Marlen,Female,SUI,Switzerland,Cycling Road,Women's Individual Time Trial,Silver Medal,2020
van der BREGGEN Anna,Female,NED,Netherlands,Cycling Road,Women's Individual Time Trial,Bronze Medal,2020
WANG Zongyuan,Male,HKG,China,Diving,Men's Synchronised 3m Springboard,Gold Medal,2020
XIE Siyi,Male,HKG,China,Diving,Men's Synchronised 3m Springboard,Gold Medal,2020
CAPOBIANCO Andrew,Male,USA,USA,Diving,Men's Synchronised 3m Springboard,Silver Medal,2020
HIXON Michael,Male,USA,USA,Diving,Men's Synchronised 3m Springboard,Silver Medal,2020
HAUSDING Patrick,,SAA,Germany,Diving,Men's Synchronised 3m Springboard,Bronze Medal,2020
RUDIGER Lars,Male,SAA,Germany,Diving,Men's Synchronised 3m Springboard,Bronze Medal,2020
von BREDOW-WERNDL Jessica,Female,SAA,Germany,Equestrian,Dressage Individual,Gold Medal,2020
WERTH Isabell,Female,SAA,Germany,Equestrian,Dressage Individual,Silver Medal,2020
DUJARDIN Charlotte,Female,GBR,UK,Equestrian,Dressage Individual,Bronze Medal,2020
OH Sanguk,Male,KOR,South Korea,Fencing,Men's Sabre Team,Gold Medal,2020
KIM Junho,Male,KOR,South Korea,Fencing,Men's Sabre Team,Gold Medal,2020
KIM Junghwan,Male,KOR,South Korea,Fencing,Men's Sabre Team,Gold Medal,2020
GU Bongil,Male,KOR,South Korea,Fencing,Men's Sabre Team,Gold Medal,2020
MONTANO Aldo,Male,ITA,Italy,Fencing,Men's Sabre Team,Silver Medal,2020
SAMELE Luigi,Male,ITA,Italy,Fencing,Men's Sabre Team,Silver Medal,2020
BERRE' Enrico,Male,ITA,Italy,Fencing,Men's Sabre Team,Silver Medal,2020
CURATOLI Luca,Male,ITA,Italy,Fencing,Men's Sabre Team,Silver Medal,2020
SZILAGYI Aron,Male,HUN,Hungary,Fencing,Men's Sabre Team,Bronze Medal,2020
SZATMARI Andras,Male,HUN,Hungary,Fencing,Men's Sabre Team,Bronze Medal,2020
DECSI Tamas,Male,HUN,Hungary,Fencing,Men's Sabre Team,Bronze Medal,2020
GEMESI Csanad,Male,HUN,Hungary,Fencing,Men's Sabre Team,Bronze Medal,2020
BEKAURI Lasha,Male,GEO,Georgia,Judo,Men -90 kg,Gold Medal,2020
TRIPPEL Eduard,Male,SAA,Germany,Judo,Men -90 kg,Silver Medal,2020
BOBONOV Davlat,Male,UZB,Uzbekistan,Judo,Men -90 kg,Bronze Medal,2020
TOTH Krisztian,Male,HUN,Hungary,Judo,Men -90 kg,Bronze Medal,2020
ARAI Chizuru,Female,JPN,Japan,Judo,Women -70 kg,Gold Medal,2020
POLLERES Michaela,Female,AUT,Austria,Judo,Women -70 kg,Silver Medal,2020
van DIJKE Sanne,Female,NED,Netherlands,Judo,Women -70 kg,Bronze Medal,2020
TAIMAZOVA Madina,Female,URS,Russia,Judo,Women -70 kg,Bronze Medal,2020
BOUCHERON Hugo,Male,FRA,France,Rowing,Men's Double Sculls,Gold Medal,2020
ANDRODIAS Matthieu,Male,FRA,France,Rowing,Men's Double Sculls,Gold Medal,2020
BROENINK Stef,Male,NED,Netherlands,Rowing,Men's Double Sculls,Silver Medal,2020
TWELLAAR Melvin,Male,NED,Netherlands,Rowing,Men's Double Sculls,Silver Medal,2020
LIU Zhiyu,Male,HKG,China,Rowing,Men's Double Sculls,Bronze Medal,2020
ZHANG Liang,Male,HKG,China,Rowing,Men's Double Sculls,Bronze Medal,2020
TURRIN Spencer,Male,AUS,Australia,Rowing,Men's Four,Gold Medal,2020
HARGREAVES Jack,Male,AUS,Australia,Rowing,Men's Four,Gold Medal,2020
HILL Alexander,Male,AUS,Australia,Rowing,Men's Four,Gold Medal,2020
PURNELL Alexander,Male,AUS,Australia,Rowing,Men's Four,Gold Medal,2020
PASCARI Cosmin,Male,ROU,Romania,Rowing,Men's Four,Silver Medal,2020
SEMCIUC Mugurel Vasile,Male,ROU,Romania,Rowing,Men's Four,Silver Medal,2020
TIGANESCU Mihaita,Male,ROU,Romania,Rowing,Men's Four,Silver Medal,2020
BERARIU Stefan,Male,ROU,Romania,Rowing,Men's Four,Silver Medal,2020
CASTALDO Matteo,Male,ITA,Italy,Rowing,Men's Four,Bronze Medal,2020
VICINO Giuseppe,Male,ITA,Italy,Rowing,Men's Four,Bronze Medal,2020
LODO Matteo,Male,ITA,Italy,Rowing,Men's Four,Bronze Medal,2020
di COSTANZO Marco,Male,ITA,Italy,Rowing,Men's Four,Bronze Medal,2020
WIERSMA Abe,Male,NED,Netherlands,Rowing,Men's Quadruple Sculls,Gold Medal,2020
WIETEN Tone,Male,NED,Netherlands,Rowing,Men's Quadruple Sculls,Gold Medal,2020
METSEMAKERS Koen,Male,NED,Netherlands,Rowing,Men's Quadruple Sculls,Gold Medal,2020
UITTENBOGAARD Lucas Theodoor Dirk,Male,NED,Netherlands,Rowing,Men's Quadruple Sculls,Gold Medal,2020
GROOM Angus,Male,GBR,UK,Rowing,Men's Quadruple Sculls,Silver Medal,2020
LEASK Harry,Male,GBR,UK,Rowing,Men's Quadruple Sculls,Silver Medal,2020
BARRAS Tom,Male,GBR,UK,Rowing,Men's Quadruple Sculls,Silver Medal,2020
BEAUMONT Jack,Male,GBR,UK,Rowing,Men's Quadruple Sculls,Silver Medal,2020
GIRDLESTONE Cameron,Male,AUS,Australia,Rowing,Men's Quadruple Sculls,Bronze Medal,2020
ANTILL Caleb,Male,AUS,Australia,Rowing,Men's Quadruple Sculls,Bronze Medal,2020
CLEARY Jack,Male,AUS,Australia,Rowing,Men's Quadruple Sculls,Bronze Medal,2020
LETCHER Luke,Male,AUS,Australia,Rowing,Men's Quadruple Sculls,Bronze Medal,2020
BODNAR Ancuta,Female,ROU,Romania,Rowing,Women's Double Sculls,Gold Medal,2020
RADIS Simona,Female,ROU,Romania,Rowing,Women's Double Sculls,Gold Medal,2020
OSBORNE Hannah,Female,NZL,New Zealand,Rowing,Women's Double Sculls,Silver Medal,2020
DONOGHUE Brooke,Female,NZL,New Zealand,Rowing,Women's Double Sculls,Silver Medal,2020
de JONG Roos,Female,NED,Netherlands,Rowing,Women's Double Sculls,Bronze Medal,2020
SCHEENAARD Lisa,Female,NED,Netherlands,Rowing,Women's Double Sculls,Bronze Medal,2020
STEPHAN Lucy,,AUS,Australia,Rowing,Women's Four,Gold Medal,2020
MORRISON Jessica,Female,AUS,Australia,Rowing,Women's Four,Gold Medal,2020
POPA Rosemary,Female,AUS,Australia,Rowing,Women's Four,Gold Medal,2020
McINTYRE Annabelle,Female,AUS,Australia,Rowing,Women's Four,Gold Medal,2020
HOGERWERF Ellen,Female,NED,Netherlands,Rowing,Women's Four,Silver Medal,2020
CLEVERING Ymkje,Female,NED,Netherlands,Rowing,Women's Four,Silver Medal,2020
FLORIJN Karolien,Female,NED,Netherlands,Rowing,Women's Four,Silver Medal,2020
MEESTER Veronique,Female,NED,Netherlands,Rowing,Women's Four,Silver Medal,2020
HEGARTY Emily,Female,IRL,Ireland,Rowing,Women's Four,Bronze Medal,2020
LAMBE Eimear,Female,IRL,Ireland,Rowing,Women's Four,Bronze Medal,2020
KEOGH Aifric,Female,IRL,Ireland,Rowing,Women's Four,Bronze Medal,2020
MURTAGH Fiona,Female,IRL,Ireland,Rowing,Women's Four,Bronze Medal,2020
ZHANG Ling,Female,HKG,China,Rowing,Women's Quadruple Sculls,Gold Medal,2020
CHEN Yunxia,Female,HKG,China,Rowing,Women's Quadruple Sculls,Gold Medal,2020
CUI Xiaotong,Female,HKG,China,Rowing,Women's Quadruple Sculls,Gold Medal,2020
LYU Yang,Female,HKG,China,Rowing,Women's Quadruple Sculls,Gold Medal,2020
ZILLMANN Katarzyna,Female,POL,Poland,Rowing,Women's Quadruple Sculls,Silver Medal,2020
KOBUS-ZAWOJSKA Agnieszka,Female,POL,Poland,Rowing,Women's Quadruple Sculls,Silver Medal,2020
SAJDAK Maria,Female,POL,Poland,Rowing,Women's Quadruple Sculls,Silver Medal,2020
WIELICZKO Marta,Female,POL,Poland,Rowing,Women's Quadruple Sculls,Silver Medal,2020
MEREDITH Rowena,Female,AUS,Australia,Rowing,Women's Quadruple Sculls,Bronze Medal,2020
HUDSON Harriet,Female,AUS,Australia,Rowing,Women's Quadruple Sculls,Bronze Medal,2020
THOMPSON Ria,Female,AUS,Australia,Rowing,Women's Quadruple Sculls,Bronze Medal,2020
CRONIN Caitlin,Female,AUS,Australia,Rowing,Women's Quadruple Sculls,Bronze Medal,2020
VAKURUNABILI Josua,Male,FIJ,Fiji,Rugby Sevens,Men,Gold Medal,2020
DERENALAGI Meli,Male,FIJ,Fiji,Rugby Sevens,Men,Gold Medal,2020
NACUQU Waisea,Male,FIJ,Fiji,Rugby Sevens,Men,Gold Medal,2020
TUIMABA Aminiasi,Male,FIJ,Fiji,Rugby Sevens,Men,Gold Medal,2020
TUWAI Jerry,Male,FIJ,Fiji,Rugby Sevens,Men,Gold Medal,2020
BOTITU Vilimoni,Male,FIJ,Fiji,Rugby Sevens,Men,Gold Medal,2020
NASOKO Kalione,Male,FIJ,Fiji,Rugby Sevens,Men,Gold Medal,2020
BOLACA Napolioni,Male,FIJ,Fiji,Rugby Sevens,Men,Gold Medal,2020
TUIVUAKA Asaeli,Male,FIJ,Fiji,Rugby Sevens,Men,Gold Medal,2020
WAINIQOLO Jiuta,Male,FIJ,Fiji,Rugby Sevens,Men,Gold Medal,2020
RADRADRA Semi,Male,FIJ,Fiji,Rugby Sevens,Men,Gold Medal,2020
MAQALA Sireli,Male,FIJ,Fiji,Rugby Sevens,Men,Gold Medal,2020
BALEIWAIRIKI Iosefo Masikau,Male,FIJ,Fiji,Rugby Sevens,Men,Gold Medal,2020
WARBRICK William,Male,NZL,New Zealand,Rugby Sevens,Men,Silver Medal,2020
WARE Regan,Male,NZL,New Zealand,Rugby Sevens,Men,Silver Medal,2020
WEBBER Joe,Male,NZL,New Zealand,Rugby Sevens,Men,Silver Medal,2020
NG SHIU Tone,Male,NZL,New Zealand,Rugby Sevens,Men,Silver Medal,2020
NICOLE Amanaki,Male,NZL,New Zealand,Rugby Sevens,Men,Silver Medal,2020
BAKER Kurt,Male,NZL,New Zealand,Rugby Sevens,Men,Silver Medal,2020
COLLIER Dylan,Male,NZL,New Zealand,Rugby Sevens,Men,Silver Medal,2020
CURRY Scott,Male,NZL,New Zealand,Rugby Sevens,Men,Silver Medal,2020
KNEWSTUBB Andrew,Male,NZL,New Zealand,Rugby Sevens,Men,Silver Medal,2020
McGARVEY-BLACK Ngarohi,Male,NZL,New Zealand,Rugby Sevens,Men,Silver Medal,2020
MIKKELSON Tim,Male,NZL,New Zealand,Rugby Sevens,Men,Silver Medal,2020
MOLIA Sione,Male,NZL,New Zealand,Rugby Sevens,Men,Silver Medal,2020
NANAI-SETURO Etene,Male,NZL,New Zealand,Rugby Sevens,Men,Silver Medal,2020
ALVAREZ Santiago,Male,ARG,Argentina,Rugby Sevens,Men,Bronze Medal,2020
BAZAN VELEZ Lautaro,Male,ARG,Argentina,Rugby Sevens,Men,Bronze Medal,2020
del MESTRE Felipe,Male,ARG,Argentina,Rugby Sevens,Men,Bronze Medal,2020
OSADCZUK Matias,Male,ARG,Argentina,Rugby Sevens,Men,Bronze Medal,2020
ETCHART Rodrigo,Male,ARG,Argentina,Rugby Sevens,Men,Bronze Medal,2020
REVOL Gaston,Male,ARG,Argentina,Rugby Sevens,Men,Bronze Medal,2020
GONZALEZ Luciano,Male,ARG,Argentina,Rugby Sevens,Men,Bronze Medal,2020
MARE Santiago,Male,ARG,Argentina,Rugby Sevens,Men,Bronze Medal,2020
MONETA Marcos,Male,ARG,Argentina,Rugby Sevens,Men,Bronze Medal,2020
CINTI Lucio,Male,ARG,Argentina,Rugby Sevens,Men,Bronze Medal,2020
MENDY Ignacio,Male,ARG,Argentina,Rugby Sevens,Men,Bronze Medal,2020
SCHULZ German,Male,ARG,Argentina,Rugby Sevens,Men,Bronze Medal,2020
ISGRO Rodrigo,Male,ARG,Argentina,Rugby Sevens,Men,Bronze Medal,2020
MILAK Kristof,Male,HUN,Hungary,Swimming,Men's 200m Butterfly,Gold Medal,2020
HONDA Tomoru,Male,JPN,Japan,Swimming,Men's 200m Butterfly,Silver Medal,2020
BURDISSO Federico,Male,ITA,Italy,Swimming,Men's 200m Butterfly,Bronze Medal,2020
SCOTT Duncan,Male,GBR,UK,Swimming,Men's 4 x 200m Freestyle Relay,Gold Medal,2020
DEAN Tom,Male,GBR,UK,Swimming,Men's 4 x 200m Freestyle Relay,Gold Medal,2020
JARVIS Calum,Male,GBR,UK,Swimming,Men's 4 x 200m Freestyle Relay,Gold Medal,2020
GUY James,Male,GBR,UK,Swimming,Men's 4 x 200m Freestyle Relay,Gold Medal,2020
RICHARDS Matthew,Male,GBR,UK,Swimming,Men's 4 x 200m Freestyle Relay,Gold Medal,2020
RYLOV Evgeny,Male,URS,Russia,Swimming,Men's 4 x 200m Freestyle Relay,Silver Medal,2020
VEKOVISHCHEV Mikhail,Male,URS,Russia,Swimming,Men's 4 x 200m Freestyle Relay,Silver Medal,2020
GIREV Ivan,Male,URS,Russia,Swimming,Men's 4 x 200m Freestyle Relay,Silver Medal,2020
DOVGALYUK Mikhail,Male,URS,Russia,Swimming,Men's 4 x 200m Freestyle Relay,Silver Medal,2020
KRASNYKH Aleksandr,Male,URS,Russia,Swimming,Men's 4 x 200m Freestyle Relay,Silver Medal,2020
MALYUTIN Martin,Male,URS,Russia,Swimming,Men's 4 x 200m Freestyle Relay,Silver Medal,2020
WINNINGTON Elijah,Male,AUS,Australia,Swimming,Men's 4 x 200m Freestyle Relay,Bronze Medal,2020
INCERTI Zac,Male,AUS,Australia,Swimming,Men's 4 x 200m Freestyle Relay,Bronze Medal,2020
GRAHAM Alexander,Male,AUS,Australia,Swimming,Men's 4 x 200m Freestyle Relay,Bronze Medal,2020
HORTON Mack,Male,AUS,Australia,Swimming,Men's 4 x 200m Freestyle Relay,Bronze Medal,2020
CHALMERS Kyle,Male,AUS,Australia,Swimming,Men's 4 x 200m Freestyle Relay,Bronze Medal,2020
NEILL Thomas,Male,AUS,Australia,Swimming,Men's 4 x 200m Freestyle Relay,Bronze Medal,2020
LEDECKY Kathleen,Female,USA,USA,Swimming,Women's 1500m Freestyle,Gold Medal,2020
SULLIVAN Erica,Female,USA,USA,Swimming,Women's 1500m Freestyle,Silver Medal,2020
KOHLER Sarah,Female,SAA,Germany,Swimming,Women's 1500m Freestyle,Bronze Medal,2020
TITMUS Ariarne,Female,AUS,Australia,Swimming,Women's 200m Freestyle,Gold Medal,2020
HAUGHEY Siobhan Bernadette,Female,HKG,China,Swimming,Women's 200m Freestyle,Silver Medal,2020
OLEKSIAK Penny,Female,NFL,Canada,Swimming,Women's 200m Freestyle,Bronze Medal,2020
OHASHI Yui,Female,JPN,Japan,Swimming,Women's 200m Individual Medley,Gold Medal,2020
WALSH Alex,Female,USA,USA,Swimming,Women's 200m Individual Medley,Silver Medal,2020
DOUGLASS Kate,Female,USA,USA,Swimming,Women's 200m Individual Medley,Bronze Medal,2020
SHI Zhiyong,Male,HKG,China,Weightlifting,Men's 73kg,Gold Medal,2020
MAYORA PERNIA Julio Ruben,Male,VEN,Venezuela,Weightlifting,Men's 73kg,Silver Medal,2020
ABDULLAH Rahmat Erwin,Male,INA,Indonesia,Weightlifting,Men's 73kg,Bronze Medal,2020
LEE Sunisa,Female,USA,USA,Artistic Gymnastics,Women's All-Around,Gold Medal,2020
ANDRADE Rebeca,Female,BRA,Brazil,Artistic Gymnastics,Women's All-Around,Silver Medal,2020
MELNIKOVA Angelina,Female,URS,Russia,Artistic Gymnastics,Women's All-Around,Bronze Medal,2020
FOX Jessica,Female,AUS,Australia,Canoe Slalom,Women's Canoe,Gold Medal,2020
FRANKLIN Mallory,Female,GBR,UK,Canoe Slalom,Women's Canoe,Silver Medal,2020
HERZOG Andrea,Female,SAA,Germany,Canoe Slalom,Women's Canoe,Bronze Medal,2020
DERIGLAZOVA Inna,Female,URS,Russia,Fencing,Women's Foil Team,Gold Medal,2020
ZAGIDULLINA Adelina,Female,URS,Russia,Fencing,Women's Foil Team,Gold Medal,2020
KOROBEYNIKOVA Larisa,Female,URS,Russia,Fencing,Women's Foil Team,Gold Medal,2020
MARTYANOVA Marta,Female,URS,Russia,Fencing,Women's Foil Team,Gold Medal,2020
BLAZE Anita,Female,FRA,France,Fencing,Women's Foil Team,Silver Medal,2020
GUYART Astrid,Female,FRA,France,Fencing,Women's Foil Team,Silver Medal,2020
RANVIER Pauline,Female,FRA,France,Fencing,Women's Foil Team,Silver Medal,2020
THIBUS Ysaora,Female,FRA,France,Fencing,Women's Foil Team,Silver Medal,2020
VOLPI Alice,Female,ITA,Italy,Fencing,Women's Foil Team,Bronze Medal,2020
ERRIGO Arianna,Female,ITA,Italy,Fencing,Women's Foil Team,Bronze Medal,2020
BATINI Martina,Female,ITA,Italy,Fencing,Women's Foil Team,Bronze Medal,2020
CIPRESSA Erica,Female,ITA,Italy,Fencing,Women's Foil Team,Bronze Medal,2020
WOLF Aaron,Male,JPN,Japan,Judo,Men -100 kg,Gold Medal,2020
CHO Guham,Male,KOR,South Korea,Judo,Men -100 kg,Silver Medal,2020
ILIASOV Niiaz,Male,URS,Russia,Judo,Men -100 kg,Bronze Medal,2020
